CaseID,Category,Question,Correct Answer,Raw COT Answer,Corrected COT Answer,Hallu Seq,raw_cot,corrected_cot,Unnamed: 0,Consistency,Cot_random_answer,Smv_Answer,MAD_Answer
,formal_logic,"Identify the conclusion of the following argument. Remember to remove any conclusion indicators. It is wrong for society to kill a murderer. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer. And a murderer is wrong in killing his victim. The options are: A) It is wrong for society to kill a murderer., B) This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer., C) If a murderer is wrong in killing his victim, then society is also wrong in killing the murderer., D) And a murderer is wrong in killing his victim.",A,A,A,,,,1305.0,True,A,A,A
,formal_logic," Select the best translation into predicate logic. All birds live in some nest. (Bx: x is a bird; Nx: x is a nest; Lxy: x lives in y) The options are: A) (∀x)(∀y)[(Bx • Ny) ⊃ Lxy], B) (∀x)[Bx ⊃ (∃y)(Ny • Lxy)], C) (∀x)[(∃y)(Ny • Bx) ⊃ Lxy], D) (∀x)(∃y)[(Bx • Ny) ⊃ Lxy]",B,B,B,,,,1306.0,True,B,B,B
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
If either Harry enrolls or George does not enroll, then Jim enrolls. The options are: A) H ∨ (~G ⊃ J), B) ~(H ∨ G) ⊃ J, C) (H ∨ ~G) ⊃ J, D) (H ⊃ ~G) ∨ J",C,C,C,,,,1307.0,True,C,C,C
,formal_logic,"Select the best translation into predicate logic: Leroy is bad only if DJ Khaled shouts his name. The options are: A) Sk ≡ Bl, B) Bl ≡ Sk, C) Bx ⊃ Sy, D) Bl ⊃ Sk",D,D,D,,,,1308.0,True,D,D,D
,formal_logic,"Select the best translation into predicate logic: Leroy is bad only if DJ Khaled shouts his name. The options are: A) Sk ≡ Bl, B) Bl ≡ Sk, C) Bx ⊃ Sy, D) Bl ⊃ Sk",D,D,D,,,,1309.0,True,D,D,D
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Dylan likes neither math nor science. The options are: A) M ∨ S, B) ~(M • S), C) ~(M ∨ S), D) ~M ∨ ~S",C,C,C,,,,1310.0,True,C,C,C
,formal_logic," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
(G ∨ ~H) ⊃ G and ~G ≡ (~H · G) The options are: A) Logically equivalent, B) Contradictory, C) Neither logically equivalent nor contradictory, but consistent, D) Inconsistent",C,C,C,,,,1311.0,True,C,C,C
,formal_logic," Which of the following propositions is not an immediate (one-step) consequence in PL of the given premises?
I ⊃ (J ≡ K)
(J ≡ K) ⊃ (L ∨ M)
I ⊃ ~L The options are: A) ~L, B) J ≡ K, C) I ⊃ (L ∨ M), D) ~L ⊃ (J ≡ K)",D,D,D,,,,1312.0,True,D,D,D
,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
J ≡ ~K
J ∨ L
~K / L The options are: A) Valid, B) Invalid. Counterexample when J and K are true and L is false, C) Invalid. Counterexample when J is true and K and L are false, D) Invalid. Counterexample when K is true and J and L are false",C,B) Invalid. Counterexample when J and K are true and L is false,B) Invalid. Counterexample when J and K are true and L is false,,,,1313.0,True,B) Invalid. Counterexample when J and K are true and L is false,B) Invalid. Counterexample when J and K are true and L is false,B) Invalid. Counterexample when J and K are true and L is false
,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)] The options are: A) Some large houses are bigger than some apartments., B) Some houses are bigger than all large apartments., C) Some large apartments are bigger than some houses., D) Some houses are bigger thatn some large apartments.",C,C,C,,,,1314.0,True,C,C,C
,formal_logic,"Select the best translation into predicate logic. Marco moves from Italy to Spain. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z) The options are: A) Msim, B) Mmis, C) Mims, D) Mmsi",D,D,D,,,,1315.0,True,D,D,D
,formal_logic,"Select the best translation into predicate logic. Earth isn't bigger than Jupiter. (e: Earth; j: Jupiter; Bxy: x is bigger than y) The options are: A) ~Bje, B) Bej, C) Bje~, D) ~Bej",D,D,D,,,,1316.0,True,D,D,D
,formal_logic," Select the best translation into predicate logic: Not all lobsters are red. The options are: A) ~(∀x)(Lx ⊃ Rx), B) ~(∃x)(Lx ⊃ Rx), C) ~(∃x)(Lx • Rx), D) ~(∀x)(Lx • Rx)",A,A,A,,,,1317.0,True,A,A,A
,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
E ⊃ F
G ⊃ ~F / ~G ∨ ~E The options are: A) Valid, B) Invalid. Counterexample when E, F, and G are true, C) Invalid. Counterexample when E and G are true and F is false, D) Invalid. Counterexample when F and G are true and E is false",A,A,A,,,,1318.0,True,A,A,A
,formal_logic,"Identify the antecedent of the following conditional proposition: The university raises tuition if both the governor approves of it and the board of trustees recommends it. The options are: A) The university raises tuition., B) The governor approves of it., C) The board of trustees recommends it., D) The governor approves of it and the board of trustees recommends it.",D,D,D,,,,1319.0,True,D,D,D
,formal_logic,"Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y) The options are: A) Tdc, B) Tcd, C) Tcc, D) dTc",A,A,A,,,,1320.0,True,A,A,A
,formal_logic,"Select the best translation into predicate logic: Abdul and Cleopatra are Egyptian. The options are: A) Ea • Ec, B) Ea • c, C) Ae ∨ Ce, D) Ex • Ey",A,A,A,,,,1321.0,True,A,A,A
,formal_logic," Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
U ⊃ W
W ⊃ (X ≡ ~Y)
(X ≡ ~Y) ⊃ Z
~Z The options are: A) U ⊃ Z, B) U ∨ W, C) ~W, D) ~(X ≡ ~Y)",D,D,D,,,,1322.0,True,D,D,D
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
If either George enrolls or Harry enrolls, then Ira does not enroll. The options are: A) (G ⊃ H) ∨ I, B) (G ∨ H) ⊃ I, C) (G ⊃ H) ∨ ~I, D) (G ∨ H) ⊃ ~I",D,D,D,,,,1323.0,True,D,D,D
,formal_logic," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
(T ⊃ U) ⊃ (W ⊃ U)
T ⊃ ~(U ⊃ X)
(T ⊃ ~X) ⊃ W The options are: A) Inconsistent, B) Consistent. Consistent valuation when U, W, and X are true and T is false, C) Consistent. Consistent valuation when W and X are true and T and U are false, D) Consistent. Consistent valuation when T and U are true and W and X are false",B,B,B,,,,1324.0,True,B,B,B
,formal_logic,"Select the best translation into predicate logic. Marco moves from Italy to Spain. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z) The options are: A) Msim, B) Mmis, C) Mims, D) Mmsi",D,D,D,,,,1325.0,True,D,D,D
,formal_logic," Select the best translation into predicate logic. Some CEO is wealthier than everyone. (Cx: x is a CEO; Px: x is a person; Wxy: x is wealthier than y) The options are: A) (∃x)[Cx • (∀y)(Py • Wxy)], B) (∃x)[Cx ⊃ (∀y)(Py ⊃ Wxy)], C) (∃x)[Cx • (∀y)(Py ⊃ Wxy)], D) (∀x)[Px ⊃ (∃y)(Cy ⊃ Wxy)]",C,A,A,,,,1326.0,True,A,A,A
,formal_logic," Select the best translation into predicate logic: Not all lobsters are red. The options are: A) ~(∀x)(Lx ⊃ Rx), B) ~(∃x)(Lx ⊃ Rx), C) ~(∃x)(Lx • Rx), D) ~(∀x)(Lx • Rx)",A,A,A,,,,1327.0,True,A,A,A
,formal_logic," S Select the best translation into predicate logic. Some kind people help some endangered species. (Ex: x is endangered; Kx: x is kind; Px: x is a person; Sx: x is a species; Hxy: x helps y) The options are: A) (∃x){(Kx • Px) • (∃y)[(Ey • Sy) • Hxy]}, B) (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hxy}, C) (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hyx}, D) (∃x)(∃y){[(Kx • Px) • (Ey • Sy)] ⊃ Hxy}",A,A,A,,,,1328.0,True,A,A,A
,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(A ∨ B) ⊃ C
C ⊃ ~D / D ⊃ A The options are: A) Valid, B) Invalid. Counterexample when B, C, and D are true and A is false, C) Invalid. Counterexample when B and D are true and A and C are false, D) Invalid. Counterexample when A, B, and C are false and D is true",D,D,D,,,,1329.0,True,D,D,D
,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
Q ≡ R
~(S ∨ Q) / R The options are: A) Valid, B) Invalid. Counterexample when Q and S are true and R is false, C) Invalid. Counterexample when Q is true and S and R are false, D) Invalid. Counterexample when Q, S, and R are false",D,B,B,,,,1330.0,True,B,B,B
,formal_logic,"Select the best translation into predicate logic: Caroline is sweet if, and only if, Janet is engaged to Brad. The options are: A) Cs ⊃ Ej, B) Sc ≡ Ej, C) sC ≡ eJ, D) Sx ≡ Jy",B,B,B,,,,1331.0,True,B,B,B
,formal_logic,"Select the best translation into predicate logic. Leo is taller than Cathy. (c: Cathy; l: Leo; Txy: x is taller than y) The options are: A) Tlc, B) Tcl, C) lTc, D) cTl",A,A,A,,,,1332.0,True,A,A,A
,formal_logic,"Identify the antecedent of the following conditional proposition: The university raises tuition only if both the governor approves of it and the board of trustees recommends it. The options are: A) The university raises tuition., B) The governor approves of it., C) The board of trustees recommends it., D) The governor approves of it and the board of trustees recommends it.",A,D,D,,,,1333.0,True,D,D,D
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds. The options are: A) (E ⊃ F) ∨ (~C ⊃ S), B) (F ⊃ E) ∨ (S ⊃ ~C, C) (E ⊃ F) ∨ ~(S ≡ C), D) (E ⊃ F) ∨ (~C ≡ S)",D,D,D,,,,1334.0,True,D,D,D
,formal_logic," Select the best translation into predicate logic: Some students work hard. The options are: A) (∃x)(Wx ∨ Sx), B) (∃x)(Sx ∨ Wx), C) (∃x)(Sx • Wx), D) (∃x)(Sx ⊃ Wx)",C,C,C,,,,1335.0,True,C,C,C
,formal_logic," Identify the conclusion of the following argument. There are those who use predicate variables; the values of these variables are attributes. Predicates are wanted in all sentences regardless of whether there are attributes to refer to. The dummy predicate 'F' is wanted generally for expository purposes. If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates. (Quine, Philosophy of Logic) The options are: A) There are those who use predicate variables; the values of these variables are attributes., B) Predicates are wanted in all sentences regardless of whether there are attributes to refer to., C) The dummy predicate 'F' is wanted generally for expository purposes., D) If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates.",D,D,D,,,,1336.0,True,D,D,D
,formal_logic," Identify the conclusion of the following argument. There are those who use predicate variables; the values of these variables are attributes. Predicates are wanted in all sentences regardless of whether there are attributes to refer to. The dummy predicate 'F' is wanted generally for expository purposes. If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates. (Quine, Philosophy of Logic) The options are: A) There are those who use predicate variables; the values of these variables are attributes., B) Predicates are wanted in all sentences regardless of whether there are attributes to refer to., C) The dummy predicate 'F' is wanted generally for expository purposes., D) If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates.",D,D,D,,,,1337.0,True,D,D,D
,formal_logic,"Select the best translation into predicate logic: If Delilah is in New York City, then Juana is in Bogota or Layla is in San Juan. The options are: A) Nd ⊃ (Bj • Sl), B) Dn ≡ (Bx • Ly), C) Nd ≡ (Bj • Sl), D) Nd ⊃ (Bj ∨ Sl)",D,D,D,,,,1338.0,True,D,D,D
,formal_logic," Identify the conclusion of the following argument. There are those who use predicate variables; the values of these variables are attributes. Predicates are wanted in all sentences regardless of whether there are attributes to refer to. The dummy predicate 'F' is wanted generally for expository purposes. If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates. (Quine, Philosophy of Logic) The options are: A) There are those who use predicate variables; the values of these variables are attributes., B) Predicates are wanted in all sentences regardless of whether there are attributes to refer to., C) The dummy predicate 'F' is wanted generally for expository purposes., D) If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates.",D,D,D,,,,1339.0,True,D,D,D
,formal_logic," Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
A ⊃ (B • C)
~(B • C)
A ∨ (D ∨ B) The options are: A) A, B) ~A, C) B, D) ~B",B,B,B,,,,1340.0,True,B,B,B
,formal_logic," Select the best translation into predicate logic: Not all lobsters are red. The options are: A) ~(∀x)(Lx ⊃ Rx), B) ~(∃x)(Lx ⊃ Rx), C) ~(∃x)(Lx • Rx), D) ~(∀x)(Lx • Rx)",A,A,A,,,,1341.0,True,A,A,A
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture or China's promoting human rights is a necessary condition for South Africa's supplying diamonds. The options are: A) (E ⊃ F) ∨ (S ⊃ C), B) (F ⊃ E) ∨ (C ⊃ S), C) (E ⊃ F) ∨ (C ⊃ S), D) (F ⊃ E) ∨ (S ⊃ C)",A,C,C,,,,1342.0,True,C,C,C
,formal_logic,"Select the best translation into predicate logic: Abdul and Cleopatra are Egyptian. The options are: A) Ea • Ec, B) Ea • c, C) Ae ∨ Ce, D) Ex • Ey",A,A,A,,,,1343.0,True,A,A,A
,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)] The options are: A) Some large houses are bigger than some apartments., B) Some houses are bigger than all large apartments., C) Some large apartments are bigger than some houses., D) Some houses are bigger thatn some large apartments.",C,C,C,,,,1344.0,True,C,C,C
,formal_logic," Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
A ⊃ (B • C)
~(B • C)
A ∨ (D ∨ B) The options are: A) A, B) ~A, C) B, D) ~B",B,B,B,,,,1345.0,True,B,B,B
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
A person is considered to have lived with you for all of the present year if the person was born or died in the present year and your home was this person's home for the entire time this person was alive. The options are: A) [(B ∨ D) • H] ⊃ L, B) [L ⊃ (B ∨ D)] • H, C) L ⊃ [(B ∨ D) • H], D) (B ∨ D • H) ⊃ L",A,A,A,,,,1346.0,True,A,A,A
,formal_logic," Identify the antecedent of the following conditional proposition: The restaurant does not have peas, so instead they serve corn and potatoes. The options are: A) The restaurant has peas., B) The restaurant does not have peas., C) The restaurant serves corn., D) The restaurant serves potatoes.",B,B,B,,,,1347.0,True,B,B,B
,formal_logic," Select the best translation into predicate logic. All planets are smaller than Jupiter. (j: Jupiter; Px: x is a planet; Sxy: x is smaller than y) The options are: A) (∃x)(Px • Sxj), B) (∀x)(Px • Sxj), C) (∀x)(Px ⊃ Sjx), D) (∀x)(Px ⊃ Sxj)",D,D,D,,,,1348.0,True,D,D,D
,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G The options are: A) Valid, B) Invalid. Counterexample when G and H are true, C) Invalid. Counterexample when G is true and H is false, D) Invalid. Counterexample when H is true and G is false",A,C,C,,,,1349.0,True,C,C,C
,formal_logic," S Select the best translation into predicate logic. Some kind people help some endangered species. (Ex: x is endangered; Kx: x is kind; Px: x is a person; Sx: x is a species; Hxy: x helps y) The options are: A) (∃x){(Kx • Px) • (∃y)[(Ey • Sy) • Hxy]}, B) (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hxy}, C) (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hyx}, D) (∃x)(∃y){[(Kx • Px) • (Ey • Sy)] ⊃ Hxy}",A,A,A,,,,1350.0,True,A,A,A
,formal_logic," Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
~E ⊃ ~F
G ⊃ F
H ∨ ~E
H ⊃ I
~I The options are: A) E ⊃ F, B) F ⊃ G, C) H ⊃ ~E, D) ~H",D,D,D,,,,1351.0,True,D,D,D
,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x)[Ax ⊃ (∃y)(Hy • Bxy)] The options are: A) Every apartment is bigger than some house., B) Every house is bigger than all apartments., C) Every house is bigger than some apartment., D) Some house is bigger than every apartment.",A,A,A,,,,1352.0,True,A,A,A
,formal_logic,"Select the best translation into predicate logic. Earth isn't bigger than Jupiter. (e: Earth; j: Jupiter; Bxy: x is bigger than y) The options are: A) ~Bje, B) Bej, C) Bje~, D) ~Bej",D,D,D,,,,1353.0,True,D,D,D
,formal_logic,"Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y) The options are: A) Tdc, B) Tcd, C) Tcc, D) dTc",A,A,A,,,,1354.0,True,A,A,A
,formal_logic,"Identify the conclusion of the following argument. Utilitarian theory is embarrassed by the possibility of utility monsters. A utility monster gets enormous gains in utility, greater than the utility lost by the sacrifices of others. The sacrifices of even large numbers of other people are outweighed by the gains of the utility monster. The theory seems to require that we all be sacrificed in the monste's maw in order to increase total utility. (Robert Nozick, Anarchy, State, and Utopia) The options are: A) Utilitarian theory is embarrassed by the possibility of utility monsters., B) A utility monster gets enormous gains in utility., C) A utility monster gets gains in utility greater than the utility lost by the sacrifices of others., D) The sacrifices of even large numbers of other people are outweighed by the gains of the utility monster.",A,A,A,,,,1355.0,True,A,A,A
,formal_logic,"Identify the antecedent of the following conditional proposition: The university raises tuition only if both the governor approves of it and the board of trustees recommends it. The options are: A) The university raises tuition., B) The governor approves of it., C) The board of trustees recommends it., D) The governor approves of it and the board of trustees recommends it.",A,D,D,,,,1356.0,True,D,D,D
,formal_logic," Select the best translation into predicate logic: All first-year students take a swim test. The options are: A) (∀x)(Sx ⊃ Fx), B) (∀x)(Fx ⊃ Sx), C) (∀x)(Fx ∨ Sx), D) (∀x)(Fx ≡ Sx)",B,B,B,,,,1357.0,True,B,B,B
,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds. The options are: A) (E ⊃ F) ∨ (~C ⊃ S), B) (F ⊃ E) ∨ (S ⊃ ~C, C) (E ⊃ F) ∨ ~(S ≡ C), D) (E ⊃ F) ∨ (~C ≡ S)",D,D,D,,,,1358.0,True,D,D,D
,formal_logic,"Identify the conclusion of the following argument. All of psychology has gotten stuck in moral prejudices and fears. No one has come close to understanding it as the development of the will to power. However, if a person even begins to regard the effects of hatred, envy, covetousness, and the lust to rule as conditions of life and furthermore, as factors essential to the general economy of life, he will begin to get seasick. At this point, he begins to lose himself, and sail over morality. Thus, psychology becomes again the path to fundamental problems. (Friedrich Nietzsche, Beyond Good and Evil) The options are: A) All of psychology has gotten stuck in moral prejudices and fears., B) No one has come close to understanding it as the development of the will to power., C) If a person even begins to regard the effects of hatred, envy, covetousness, and the lust to rule as conditions of life and furthermore, as factors essential to the general economy of life, he will begin to get seasick., D) Psychology becomes again the path to fundamental problems.",D,D,D,,,,1359.0,True,D,D,D
,formal_logic,"Identify the antecedent of the following conditional proposition: If the university does not increase financial aid, either the president fails to approve it or the board of trustees prevents it. The options are: A) The university increases financial aid., B) The university does not increase financial aid., C) The board of trustees prevents it., D) The president fails to approve it.",B,B,B,,,,1360.0,True,B,B,B
,formal_logic,"Select the best translation into predicate logic: If Delilah is in New York City, then Juana is in Bogota or Layla is in San Juan. The options are: A) Nd ⊃ (Bj • Sl), B) Dn ≡ (Bx • Ly), C) Nd ≡ (Bj • Sl), D) Nd ⊃ (Bj ∨ Sl)",D,D,D,,,,1361.0,True,D,D,D
,formal_logic,"Select the best translation into predicate logic. Holly loves Frances. (f: Frances; h: Holly; Lxy: x loves y) The options are: A) hLf, B) fLh, C) Lfh, D) Lhf",D,D,D,,,,1362.0,True,D,D,D
,formal_logic," Select the best translation into predicate logic. Some animals are neglected by cruel people. (Ax: x is an animal; Cx: x is cruel; Px: x is a person; Nxy: x neglects y) The options are: A) (∃x)[(Ax • Cx) • (∃y)(Py • Nyx)], B) (∃x)[(Cx • Px) • (∃y)(Ay • Nxy)], C) (∃x)[(Ax • Px) • (∃y)(Cy • Nxy)], D) (∃x)(∃y){[(Ax • Cy) • Py] • Nxy)]}",B,D,D,,,,1363.0,True,D,D,D
,formal_logic," Select the best English interpretation of the given arguments in predicate logic.
Dh ⊃ ~Pt
(∀x)Px ∨ (∀x)Mx
~Mb	/ ~Dh The options are: A) If my headache is dualist state, then your tickle is a physical state. Either everything is physical or everything is mental. But my broken toe is not a mental state. So my headache is not a dualist state., B) If my headache is dualist state, then your tickle is not a physical state. Either everything is physical or everything is mental. But my broken toe is not a mental state. So my headache is not a dualist state., C) If my headache is dualist state, then your tickle is not a physical state. If everything is physical then everything is mental. But my broken toe is not a mental state. So my headache is not a dualist state., D) If my headache is dualist state, then your tickle is not a physical state. Everything is either physical or mental. But my broken toe is not a mental state. So my headache is not a dualist state.",B,B,B,,,,1364.0,True,B,B,B
,formal_logic,"Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y) The options are: A) Tdc, B) Tcd, C) Tcc, D) dTc",A,A,A,,,,1365.0,True,A,A,A
,formal_logic," Select the best translation into predicate logic. All children go to some school. (Cx: x is a child; Sx: x is a school; Gxy: x goes to y) The options are: A) (∀x)(∃y)[(Cx • Sy) • Gxy), B) (∀x)[Sx ⊃ (∃y)(Cy • Gxy)], C) (∀x)[Cx ⊃ (∃y)(Sy • Gxy)], D) (∀x)[Sx • (∃y)(Cy • Gxy)]",C,C,C,,,,1366.0,True,C,C,C
,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[Hx • (∀y)(Ay ⊃ Bxy)] The options are: A) Some houses are smaller than all apartments., B) Every house is bigger than every apartment., C) Some apartment is smaller than every house., D) Some houses are bigger than every apartment.",D,D,D,,,,1367.0,True,D,D,D
,formal_logic," Select the best translation into predicate logic: Some folks are lucky. The options are: A) (∃x)(Fx • Lx), B) Fl, C) Lf, D) (∀x)(Fx • Lx)",A,A,A,,,,1368.0,True,A,A,A
,formal_logic,"Identify the antecedent of the following conditional proposition: The Bees winning their first game is necessary for either the Aardvarks or the Chipmunks not winning their first game. The options are: A) The Aardvarks do not win their first game., B) The Bees win their first game., C) The Chipmunks do not win their first game., D) Either the Aardvarks or the Chipmunks do not win their first game.",D,B,B,,,,1369.0,True,B,B,B
,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
~C ∨ D The options are: A) If Emily doesn't stop working then Russell makes dinner., B) Emily stops working unless Russell makes dinner., C) Emily stops working unless Russell doesn't make dinner., D) Emily doesn't stop working unless Russell makes dinner.",D,A,A,,,,1370.0,True,A,A,A
,formal_logic," Select the best translation into predicate logic. All planets are smaller than Jupiter. (j: Jupiter; Px: x is a planet; Sxy: x is smaller than y) The options are: A) (∃x)(Px • Sxj), B) (∀x)(Px • Sxj), C) (∀x)(Px ⊃ Sjx), D) (∀x)(Px ⊃ Sxj)",D,D,D,,,,1371.0,True,D,D,D
,college_physics,"The best type of laser with which to do spectroscopy over a range of visible wavelengths is The options are: A) a dye laser, B) a helium-neon laser, C) an excimer laser, D) a ruby laser",A,A,A,,,,1372.0,True,A,A,A
,college_physics,"A 3-microfarad capacitor is connected in series with a 6-microfarad capacitor. When a 300-volt potential difference is applied across this combination, the total energy stored in the two capacitors is The options are: A) 0.09 J, B) 0.18 J, C) 0.27 J, D) 0.41 J",A,A,A,,,,1373.0,True,A,A,A
,college_physics,"Electromagnetic radiation provides a means to probe aspects of the physical universe. Which of the following statements regarding radiation spectra is NOT correct? The options are: A) Lines in the infrared, visible, and ultraviolet regions of the spectrum reveal primarily the nuclear structure of the sample., B) The wavelengths identified in an absorption spectrum of an element are among those in its emission spectrum., C) Absorption spectra can be used to determine which elements are present in distant stars., D) Spectral analysis can be used to identify the composition of galactic dust.",A,A,A,,,,1374.0,True,A,A,A
,college_physics,"The first five harmonics produced by an organ pipe open at both ends are 50 Hz, 100 Hz, 150 Hz, 200 Hz, and 250 Hz. Which of the harmonics, if any, will survive once the pipe is closed at one end? The options are: A) 50 Hz, 150 Hz, and 250 Hz only, B) 100 Hz and 200 Hz only, C) 150 Hz and 250 Hz only, D) None",D,A,A,,,,1375.0,True,A,A,A
,college_physics,"Characteristic X rays, appearing as sharp lines on a continuous background, are produced when high-energy electrons bombard a metal target. Which of the following processes results in the characteristic X rays? The options are: A) Electrons producing Čerenkov radiation, B) Electrons colliding with phonons in the metal, C) Electrons filling inner shell vacancies that are created in the metal atoms, D) Electrons combining with protons to form neutrons",C,C,C,,,,1376.0,True,C,C,C
,college_physics,"A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is The options are: A) 5, B) 4, C) 3, D) 2",A,A,A,,,,1377.0,True,A,A,A
,college_physics,"Which of the following lasers utilizes transitions that involve the energy levels of free atoms? The options are: A) Diode laser, B) Dye laser, C) Free-electron laser, D) Gas laser",D,D,D,,,,1378.0,True,D,D,D
,college_physics,"The suspension cable of a 1,000 kg elevator snaps, sending the elevator moving downward through its shaft. The emergency brakes of the elevator stop the elevator shortly before it reaches the bottom of the shaft. If the elevator fell a distance of 100 m starting from rest, the heat that the brakes must dissipate to bring the elevator safely to rest is The options are: A) 10,000 J, B) 100,000 J, C) 1,000,000 J, D) 10,000,000 J",C,C,C,,,,1379.0,True,C,C,C
,college_physics,"The suspension cable of a 1,000 kg elevator snaps, sending the elevator moving downward through its shaft. The emergency brakes of the elevator stop the elevator shortly before it reaches the bottom of the shaft. If the elevator fell a distance of 100 m starting from rest, the heat that the brakes must dissipate to bring the elevator safely to rest is The options are: A) 10,000 J, B) 100,000 J, C) 1,000,000 J, D) 10,000,000 J",C,C,C,,,,1380.0,True,C,C,C
,college_physics,"Unpolarized light is incident on a pair of ideal linear polarizers whose transmission axes make an angle of 45q with each other. The transmitted light intensity through both polarizers is what percentage of the incident intensity? The options are: A) 100%, B) 75%, C) 50%, D) 25%",D,D,D,,,,1381.0,True,D,D,D
,college_physics,"An airplane drops a payload while traveling due north, parallel to the ground, at a constant speed of 100 m/s. If air resistance is neglected, what is the velocity of the payload relative to the plane 4.0 s after it is released? The options are: A) 0, B) 40 m/s down, C) 80 m/s down, D) 100 m/s north and 40 m/s down",B,B,B,,,,1382.0,True,B,B,B
,college_physics,"Which of the following is true about any system that undergoes a reversible thermodynamic process? The options are: A) There are no changes in the internal energy of the system., B) The temperature of the system remains constant during the process., C) The entropy of the system and its environment remains unchanged., D) The entropy of the system and its environment must increase.",C,C,C,,,,1383.0,True,C,C,C
,college_physics,"An atom has filled n = 1 and n = 2 levels. How many electrons does the atom have? The options are: A) 2, B) 4, C) 6, D) 10",D,D,D,,,,1384.0,True,D,D,D
